score_name,quantile,threshold,test_false_flag_rate
total_nll,0.9,108.65811538696289,0.09982851391149827
total_nll,0.95,120.26138305664062,0.048376474096902065
total_nll,0.99,152.81144866943356,0.008574304425086676
recon_nll,0.9,99.86591339111328,0.10072322393846384
recon_nll,0.95,111.03907585144043,0.04886110869484175
recon_nll,0.99,140.4650596618652,0.008860114572589565
kl,0.9,11.466308116912842,0.10037528115019945
kl,0.95,14.056505918502808,0.049153132106420784
kl,0.99,25.81015539169311,0.009114858399711705
